,Unnamed: 0,Date,Stage,Team,Home Goals,Team Against,Against Goals,Result,Win Conditions,Host Team
33983,67966,2020-09-08,UEFA Nations League,Croatia,2,France,4,Loss,normal ending,True
33992,67985,2020-10-07,Friendly,Netherlands,0,Mexico,1,Loss,normal ending,True
33993,67986,2020-10-07,Friendly,Mexico,1,Netherlands,0,Win,normal ending,True
33996,67993,2020-10-07,Friendly,Portugal,0,Spain,0,Draw,normal ending,True
33997,67994,2020-10-07,Friendly,Spain,0,Portugal,0,Draw,normal ending,True
33998,67997,2020-10-07,Friendly,Switzerland,1,Croatia,2,Loss,normal ending,True
33999,67998,2020-10-07,Friendly,Croatia,2,Switzerland,1,Win,normal ending,True
34002,68005,2020-10-08,Friendly,England,3,Wales,0,Win,normal ending,True
34003,68006,2020-10-08,Friendly,Wales,0,England,3,Loss,normal ending,True
34008,68017,2020-10-08,FIFA World Cup qualification,Argentina,1,Ecuador,0,Win,normal ending,True
34009,68018,2020-10-08,FIFA World Cup qualification,Ecuador,0,Argentina,1,Loss,normal ending,True
34012,68025,2020-10-09,Friendly,Japan,0,Cameroon,0,Draw,normal ending,False
34013,68026,2020-10-09,Friendly,Cameroon,0,Japan,0,Draw,normal ending,False
34016,68033,2020-10-09,Friendly,Morocco,3,Senegal,1,Win,normal ending,True
34017,68034,2020-10-09,Friendly,Senegal,1,Morocco,3,Loss,normal ending,True
34022,68045,2020-10-10,UEFA Nations League,Spain,1,Switzerland,0,Win,normal ending,True
34023,68046,2020-10-10,UEFA Nations League,Switzerland,0,Spain,1,Loss,normal ending,True
34032,68065,2020-10-11,UEFA Nations League,England,2,Belgium,1,Win,normal ending,True
34033,68066,2020-10-11,UEFA Nations League,Belgium,1,England,2,Loss,normal ending,True
34038,68077,2020-10-11,UEFA Nations League,France,0,Portugal,0,Draw,normal ending,True
34039,68078,2020-10-11,UEFA Nations League,Portugal,0,France,0,Draw,normal ending,True
34044,68089,2020-10-12,Friendly,Ghana,5,Qatar,1,Win,normal ending,False
34045,68090,2020-10-12,Friendly,Qatar,1,Ghana,5,Loss,normal ending,False
34048,68097,2020-10-13,UEFA Nations League,Germany,3,Switzerland,3,Draw,normal ending,True
34049,68098,2020-10-13,UEFA Nations League,Switzerland,3,Germany,3,Draw,normal ending,True
34064,68129,2020-10-13,FIFA World Cup qualification,Ecuador,4,Uruguay,2,Win,normal ending,True
34065,68130,2020-10-13,FIFA World Cup qualification,Uruguay,2,Ecuador,4,Loss,normal ending,True
34074,68149,2020-10-14,UEFA Nations League,England,0,Denmark,1,Loss,normal ending,True
34075,68150,2020-10-14,UEFA Nations League,Denmark,1,England,0,Win,normal ending,True
34078,68157,2020-10-14,UEFA Nations League,Croatia,1,France,2,Loss,normal ending,True
34079,68158,2020-10-14,UEFA Nations League,France,2,Croatia,1,Win,normal ending,True
34084,68169,2020-11-11,Friendly,Belgium,2,Switzerland,1,Win,normal ending,True
34085,68170,2020-11-11,Friendly,Switzerland,1,Belgium,2,Loss,normal ending,True
34092,68185,2020-11-11,Friendly,Netherlands,1,Spain,1,Draw,normal ending,True
34093,68186,2020-11-11,Friendly,Spain,1,Netherlands,1,Draw,normal ending,True
34106,68213,2020-11-12,Friendly,Wales,0,United States,0,Draw,normal ending,True
34107,68214,2020-11-12,Friendly,United States,0,Wales,0,Draw,normal ending,True
34112,68225,2020-11-13,Friendly,Costa Rica,1,Qatar,1,Draw,normal ending,False
34113,68226,2020-11-13,Friendly,Qatar,1,Costa Rica,1,Draw,normal ending,False
34120,68241,2020-11-14,UEFA Nations League,Portugal,0,France,1,Loss,normal ending,True
34121,68242,2020-11-14,UEFA Nations League,France,1,Portugal,0,Win,normal ending,True
34126,68253,2020-11-14,UEFA Nations League,Switzerland,1,Spain,1,Draw,normal ending,True
34127,68254,2020-11-14,UEFA Nations League,Spain,1,Switzerland,1,Draw,normal ending,True
34128,68257,2020-11-14,Friendly,Mexico,3,South Korea,2,Win,normal ending,False
34129,68258,2020-11-14,Friendly,South Korea,2,Mexico,3,Loss,normal ending,False
34136,68273,2020-11-15,UEFA Nations League,Belgium,2,England,0,Win,normal ending,True
34137,68274,2020-11-15,UEFA Nations League,England,0,Belgium,2,Loss,normal ending,True
34148,68297,2020-11-17,UEFA Nations League,Croatia,2,Portugal,3,Loss,normal ending,True
34149,68298,2020-11-17,UEFA Nations League,Portugal,3,Croatia,2,Win,normal ending,True
34152,68305,2020-11-17,UEFA Nations League,Spain,6,Germany,0,Win,normal ending,True
34153,68306,2020-11-17,UEFA Nations League,Germany,0,Spain,6,Loss,normal ending,True
34156,68313,2020-11-17,Friendly,Japan,0,Mexico,2,Loss,normal ending,False
34157,68314,2020-11-17,Friendly,Mexico,2,Japan,0,Win,normal ending,False
34158,68317,2020-11-17,Friendly,South Korea,2,Qatar,1,Win,normal ending,False
34159,68318,2020-11-17,Friendly,Qatar,1,South Korea,2,Loss,normal ending,False
34166,68333,2020-11-17,FIFA World Cup qualification,Uruguay,0,Brazil,2,Loss,normal ending,True
34167,68334,2020-11-17,FIFA World Cup qualification,Brazil,2,Uruguay,0,Win,normal ending,True
34168,68337,2020-11-18,UEFA Nations League,Poland,1,Netherlands,2,Loss,normal ending,True
34169,68338,2020-11-18,UEFA Nations League,Netherlands,2,Poland,1,Win,normal ending,True
34172,68345,2020-11-18,UEFA Nations League,Belgium,4,Denmark,2,Win,normal ending,True
34173,68346,2020-11-18,UEFA Nations League,Denmark,2,Belgium,4,Loss,normal ending,True
34196,68393,2021-03-24,FIFA World Cup qualification,Belgium,3,Wales,1,Win,normal ending,True
34197,68394,2021-03-24,FIFA World Cup qualification,Wales,1,Belgium,3,Loss,normal ending,True
34202,68405,2021-03-25,Friendly,Japan,3,South Korea,0,Win,normal ending,True
34203,68406,2021-03-25,Friendly,South Korea,0,Japan,3,Loss,normal ending,True
34236,68473,2021-03-27,Friendly,Wales,1,Mexico,0,Win,normal ending,True
34237,68474,2021-03-27,Friendly,Mexico,0,Wales,1,Loss,normal ending,True
34238,68477,2021-03-27,FIFA World Cup qualification,Serbia,2,Portugal,2,Draw,normal ending,True
34239,68478,2021-03-27,FIFA World Cup qualification,Portugal,2,Serbia,2,Draw,normal ending,True
34270,68541,2021-03-30,Friendly,Costa Rica,0,Mexico,1,Loss,normal ending,False
34271,68542,2021-03-30,Friendly,Mexico,1,Costa Rica,0,Win,normal ending,False
34306,68613,2021-03-31,FIFA World Cup qualification,England,2,Poland,1,Win,normal ending,True
34307,68614,2021-03-31,FIFA World Cup qualification,Poland,1,England,2,Loss,normal ending,True
34312,68625,2021-05-30,Friendly,Switzerland,2,United States,1,Win,normal ending,True
34313,68626,2021-05-30,Friendly,United States,1,Switzerland,2,Loss,normal ending,True
34320,68641,2021-06-02,Friendly,France,3,Wales,0,Win,normal ending,True
34321,68642,2021-06-02,Friendly,Wales,0,France,3,Loss,normal ending,True
34322,68645,2021-06-02,Friendly,Germany,1,Denmark,1,Draw,normal ending,False
34323,68646,2021-06-02,Friendly,Denmark,1,Germany,1,Draw,normal ending,False
34330,68661,2021-06-03,CONCACAF Nations League,Mexico,0,Costa Rica,0,Loss,penalties,False
34331,68662,2021-06-03,CONCACAF Nations League,Costa Rica,0,Mexico,0,Loss,penalties,False
34346,68693,2021-06-04,Friendly,Spain,0,Portugal,0,Draw,normal ending,True
34347,68694,2021-06-04,Friendly,Portugal,0,Spain,0,Draw,normal ending,True
34348,68697,2021-06-04,FIFA World Cup qualification,Brazil,2,Ecuador,0,Win,normal ending,True
34349,68698,2021-06-04,FIFA World Cup qualification,Ecuador,0,Brazil,2,Loss,normal ending,True
34362,68725,2021-06-06,Friendly,Belgium,1,Croatia,0,Win,normal ending,True
34363,68726,2021-06-06,Friendly,Croatia,0,Belgium,1,Loss,normal ending,True
34372,68745,2021-06-06,CONCACAF Nations League,United States,3,Mexico,2,Win,normal ending,True
34373,68746,2021-06-06,CONCACAF Nations League,Mexico,2,United States,3,Loss,normal ending,True
34390,68781,2021-06-08,Friendly,Morocco,1,Ghana,0,Win,normal ending,True
34391,68782,2021-06-08,Friendly,Ghana,0,Morocco,1,Loss,normal ending,True
34410,68821,2021-06-09,Friendly,United States,4,Costa Rica,0,Win,normal ending,True
34411,68822,2021-06-09,Friendly,Costa Rica,0,United States,4,Loss,normal ending,True
34418,68837,2021-06-11,Kirin Challenge Cup,Japan,1,Serbia,0,Win,normal ending,True
34419,68838,2021-06-11,Kirin Challenge Cup,Serbia,0,Japan,1,Loss,normal ending,True
34432,68865,2021-06-12,UEFA Euro,Wales,1,Switzerland,1,Draw,normal ending,True
34433,68866,2021-06-12,UEFA Euro,Switzerland,1,Wales,1,Draw,normal ending,True
34442,68885,2021-06-13,UEFA Euro,England,1,Croatia,0,Win,normal ending,True
34443,68886,2021-06-13,UEFA Euro,Croatia,0,England,1,Loss,normal ending,True
34468,68937,2021-06-15,UEFA Euro,Germany,0,France,1,Loss,normal ending,True
34469,68938,2021-06-15,UEFA Euro,France,1,Germany,0,Win,normal ending,True
34474,68949,2021-06-17,UEFA Euro,Denmark,1,Belgium,2,Loss,normal ending,True
34475,68950,2021-06-17,UEFA Euro,Belgium,2,Denmark,1,Win,normal ending,True
34484,68969,2021-06-18,Copa America,Argentina,1,Uruguay,0,Win,normal ending,False
34485,68970,2021-06-18,Copa America,Uruguay,0,Argentina,1,Loss,normal ending,False
34486,68973,2021-06-19,UEFA Euro,Spain,1,Poland,1,Draw,normal ending,True
34487,68974,2021-06-19,UEFA Euro,Poland,1,Spain,1,Draw,normal ending,True
34490,68981,2021-06-19,UEFA Euro,Germany,4,Portugal,2,Win,normal ending,True
34491,68982,2021-06-19,UEFA Euro,Portugal,2,Germany,4,Loss,normal ending,True
34518,69037,2021-06-23,UEFA Euro,Portugal,2,France,2,Draw,normal ending,False
34519,69038,2021-06-23,UEFA Euro,France,2,Portugal,2,Draw,normal ending,False
34526,69053,2021-06-26,UEFA Euro,Wales,0,Denmark,4,Loss,normal ending,False
34527,69054,2021-06-26,UEFA Euro,Denmark,4,Wales,0,Win,normal ending,False
34530,69061,2021-06-27,UEFA Euro,Belgium,1,Portugal,0,Win,normal ending,False
34531,69062,2021-06-27,UEFA Euro,Portugal,0,Belgium,1,Loss,normal ending,False
34532,69065,2021-06-27,Copa America,Brazil,1,Ecuador,1,Draw,normal ending,True
34533,69066,2021-06-27,Copa America,Ecuador,1,Brazil,1,Draw,normal ending,True
34534,69069,2021-06-28,UEFA Euro,Croatia,3,Spain,5,Loss,normal ending,False
34535,69070,2021-06-28,UEFA Euro,Spain,5,Croatia,3,Win,normal ending,False
34536,69073,2021-06-28,UEFA Euro,France,3,Switzerland,3,Loss,penalties,False
34537,69074,2021-06-28,UEFA Euro,Switzerland,3,France,3,Win,penalties,False
34542,69085,2021-06-29,UEFA Euro,England,2,Germany,0,Win,normal ending,True
34543,69086,2021-06-29,UEFA Euro,Germany,0,England,2,Loss,normal ending,True
34546,69093,2021-07-02,UEFA Euro,Switzerland,1,Spain,1,Loss,penalties,False
34547,69094,2021-07-02,UEFA Euro,Spain,1,Switzerland,1,Win,penalties,False
34560,69121,2021-07-03,Copa America,Argentina,3,Ecuador,0,Win,normal ending,False
34561,69122,2021-07-03,Copa America,Ecuador,0,Argentina,3,Loss,normal ending,False
34570,69141,2021-07-07,UEFA Euro,England,2,Denmark,1,Win,normal ending,True
34571,69142,2021-07-07,UEFA Euro,Denmark,1,England,2,Loss,normal ending,True
34576,69153,2021-07-10,Copa America,Brazil,0,Argentina,1,Loss,normal ending,True
34577,69154,2021-07-10,Copa America,Argentina,1,Brazil,0,Win,normal ending,True
34610,69221,2021-07-18,Gold Cup,United States,1,Canada,0,Win,normal ending,True
34611,69222,2021-07-18,Gold Cup,Canada,0,United States,1,Loss,normal ending,True
34620,69241,2021-07-25,Gold Cup,Costa Rica,0,Canada,2,Loss,normal ending,False
34621,69242,2021-07-25,Gold Cup,Canada,2,Costa Rica,0,Win,normal ending,False
34624,69249,2021-07-29,Gold Cup,Mexico,2,Canada,1,Win,normal ending,False
34625,69250,2021-07-29,Gold Cup,Canada,1,Mexico,2,Loss,normal ending,False
34626,69253,2021-07-29,Gold Cup,United States,1,Qatar,0,Win,normal ending,True
34627,69254,2021-07-29,Gold Cup,Qatar,0,United States,1,Loss,normal ending,True
34628,69257,2021-08-01,Gold Cup,United States,1,Mexico,0,Win,normal ending,True
34629,69258,2021-08-01,Gold Cup,Mexico,0,United States,1,Loss,normal ending,True
34634,69269,2021-09-01,Friendly,Qatar,0,Serbia,4,Loss,normal ending,False
34635,69270,2021-09-01,Friendly,Serbia,4,Qatar,0,Win,normal ending,False
34694,69389,2021-09-04,Friendly,Qatar,1,Portugal,3,Loss,normal ending,False
34695,69390,2021-09-04,Friendly,Portugal,3,Qatar,1,Win,normal ending,False
34724,69449,2021-09-05,FIFA World Cup qualification,Costa Rica,0,Mexico,1,Loss,normal ending,True
34725,69450,2021-09-05,FIFA World Cup qualification,Mexico,1,Costa Rica,0,Win,normal ending,True
34726,69453,2021-09-05,FIFA World Cup qualification,United States,1,Canada,1,Draw,normal ending,True
34727,69454,2021-09-05,FIFA World Cup qualification,Canada,1,United States,1,Draw,normal ending,True
34768,69537,2021-09-08,FIFA World Cup qualification,Poland,1,England,1,Draw,normal ending,True
34769,69538,2021-09-08,FIFA World Cup qualification,England,1,Poland,1,Draw,normal ending,True
34780,69561,2021-09-09,FIFA World Cup qualification,Uruguay,1,Ecuador,0,Win,normal ending,True
34781,69562,2021-09-09,FIFA World Cup qualification,Ecuador,0,Uruguay,1,Loss,normal ending,True
34794,69589,2021-10-07,FIFA World Cup qualification,Saudi Arabia,1,Japan,0,Win,normal ending,True
34795,69590,2021-10-07,FIFA World Cup qualification,Japan,0,Saudi Arabia,1,Loss,normal ending,True
34802,69605,2021-10-07,FIFA World Cup qualification,Mexico,1,Canada,1,Draw,normal ending,True
34803,69606,2021-10-07,FIFA World Cup qualification,Canada,1,Mexico,1,Draw,normal ending,True
34814,69629,2021-10-07,UEFA Nations League,Belgium,2,France,3,Loss,normal ending,False
34815,69630,2021-10-07,UEFA Nations League,France,3,Belgium,2,Win,normal ending,False
34840,69681,2021-10-09,Friendly,Portugal,3,Qatar,0,Win,normal ending,True
34841,69682,2021-10-09,Friendly,Qatar,0,Portugal,3,Loss,normal ending,True
34858,69717,2021-10-10,FIFA World Cup qualification,Argentina,3,Uruguay,0,Win,normal ending,True
34859,69718,2021-10-10,FIFA World Cup qualification,Uruguay,0,Argentina,3,Loss,normal ending,True
34862,69725,2021-10-10,UEFA Nations League,Spain,1,France,2,Loss,normal ending,False
34863,69726,2021-10-10,UEFA Nations League,France,2,Spain,1,Win,normal ending,False
34874,69749,2021-10-12,FIFA World Cup qualification,Iran,1,South Korea,1,Draw,normal ending,True
34875,69750,2021-10-12,FIFA World Cup qualification,South Korea,1,Iran,1,Draw,normal ending,True
34876,69753,2021-10-12,FIFA World Cup qualification,Japan,2,Australia,1,Win,normal ending,True
34877,69754,2021-10-12,FIFA World Cup qualification,Australia,1,Japan,2,Loss,normal ending,True
34900,69801,2021-10-13,FIFA World Cup qualification,United States,2,Costa Rica,1,Win,normal ending,True
34901,69802,2021-10-13,FIFA World Cup qualification,Costa Rica,1,United States,2,Loss,normal ending,True
34910,69821,2021-10-14,FIFA World Cup qualification,Brazil,4,Uruguay,1,Win,normal ending,True
34911,69822,2021-10-14,FIFA World Cup qualification,Uruguay,1,Brazil,4,Loss,normal ending,True
34912,69825,2021-10-27,Friendly,Mexico,2,Ecuador,3,Loss,normal ending,False
34913,69826,2021-10-27,Friendly,Ecuador,3,Mexico,2,Win,normal ending,False
34914,69829,2021-11-11,Friendly,Serbia,4,Qatar,0,Win,normal ending,True
34915,69830,2021-11-11,Friendly,Qatar,0,Serbia,4,Loss,normal ending,True
34926,69853,2021-11-11,FIFA World Cup qualification,Australia,0,Saudi Arabia,0,Draw,normal ending,True
34927,69854,2021-11-11,FIFA World Cup qualification,Saudi Arabia,0,Australia,0,Draw,normal ending,True
34942,69885,2021-11-12,FIFA World Cup qualification,Canada,1,Costa Rica,0,Win,normal ending,True
34943,69886,2021-11-12,FIFA World Cup qualification,Costa Rica,0,Canada,1,Loss,normal ending,True
34944,69889,2021-11-12,FIFA World Cup qualification,United States,2,Mexico,0,Win,normal ending,True
34945,69890,2021-11-12,FIFA World Cup qualification,Mexico,0,United States,2,Loss,normal ending,True
34954,69909,2021-11-12,FIFA World Cup qualification,Uruguay,0,Argentina,1,Loss,normal ending,True
34955,69910,2021-11-12,FIFA World Cup qualification,Argentina,1,Uruguay,0,Win,normal ending,True
34974,69949,2021-11-14,FIFA World Cup qualification,Portugal,1,Serbia,2,Loss,normal ending,True
34975,69950,2021-11-14,FIFA World Cup qualification,Serbia,2,Portugal,1,Win,normal ending,True
35008,70017,2021-11-16,FIFA World Cup qualification,Canada,2,Mexico,1,Win,normal ending,True
35009,70018,2021-11-16,FIFA World Cup qualification,Mexico,1,Canada,2,Loss,normal ending,True
35014,70029,2021-11-16,FIFA World Cup qualification,Wales,1,Belgium,1,Draw,normal ending,True
35015,70030,2021-11-16,FIFA World Cup qualification,Belgium,1,Wales,1,Draw,normal ending,True
35020,70041,2021-11-16,FIFA World Cup qualification,Argentina,0,Brazil,0,Draw,normal ending,True
35021,70042,2021-11-16,FIFA World Cup qualification,Brazil,0,Argentina,0,Draw,normal ending,True
35046,70093,2021-12-07,Arab Cup,Morocco,1,Saudi Arabia,0,Win,normal ending,False
35047,70094,2021-12-07,Arab Cup,Saudi Arabia,0,Morocco,1,Loss,normal ending,False
35072,70145,2022-01-10,African Cup of Nations,Morocco,1,Ghana,0,Win,normal ending,False
35073,70146,2022-01-10,African Cup of Nations,Ghana,0,Morocco,1,Loss,normal ending,False
35126,70253,2022-01-27,FIFA World Cup qualification,Ecuador,1,Brazil,1,Draw,normal ending,True
35127,70254,2022-01-27,FIFA World Cup qualification,Brazil,1,Ecuador,1,Draw,normal ending,True
35140,70281,2022-01-30,FIFA World Cup qualification,Canada,2,United States,0,Win,normal ending,True
35141,70282,2022-01-30,FIFA World Cup qualification,United States,0,Canada,2,Loss,normal ending,True
35142,70285,2022-01-30,FIFA World Cup qualification,Mexico,0,Costa Rica,0,Draw,normal ending,True
35143,70286,2022-01-30,FIFA World Cup qualification,Costa Rica,0,Mexico,0,Draw,normal ending,True
35148,70297,2022-02-01,FIFA World Cup qualification,Japan,2,Saudi Arabia,0,Win,normal ending,True
35149,70298,2022-02-01,FIFA World Cup qualification,Saudi Arabia,0,Japan,2,Loss,normal ending,True
35176,70353,2022-03-24,FIFA World Cup qualification,Mexico,0,United States,0,Draw,normal ending,True
35177,70354,2022-03-24,FIFA World Cup qualification,United States,0,Mexico,0,Draw,normal ending,True
35178,70357,2022-03-24,FIFA World Cup qualification,Costa Rica,1,Canada,0,Win,normal ending,True
35179,70358,2022-03-24,FIFA World Cup qualification,Canada,0,Costa Rica,1,Loss,normal ending,True
35180,70361,2022-03-24,FIFA World Cup qualification,South Korea,2,Iran,0,Win,normal ending,True
35181,70362,2022-03-24,FIFA World Cup qualification,Iran,0,South Korea,2,Loss,normal ending,True
35184,70369,2022-03-24,FIFA World Cup qualification,Australia,0,Japan,2,Loss,normal ending,True
35185,70370,2022-03-24,FIFA World Cup qualification,Japan,2,Australia,0,Win,normal ending,True
35216,70433,2022-03-26,Friendly,England,2,Switzerland,1,Win,normal ending,True
35217,70434,2022-03-26,Friendly,Switzerland,1,England,2,Loss,normal ending,True
35220,70441,2022-03-26,Friendly,Netherlands,4,Denmark,2,Win,normal ending,True
35221,70442,2022-03-26,Friendly,Denmark,2,Netherlands,4,Loss,normal ending,True
35252,70505,2022-03-29,FIFA World Cup qualification,Saudi Arabia,1,Australia,0,Win,normal ending,True
35253,70506,2022-03-29,FIFA World Cup qualification,Australia,0,Saudi Arabia,1,Loss,normal ending,True
35254,70509,2022-03-29,FIFA World Cup qualification,Ecuador,1,Argentina,1,Draw,normal ending,True
35255,70510,2022-03-29,FIFA World Cup qualification,Argentina,1,Ecuador,1,Draw,normal ending,True
